((428599.7962903399, 7123200.208287656), (428699.90886673104, 7123200.208287656), (428699.90886673104, 7123100.005481254), (428599.7962903399, 7123100.005481254))
((439199.7158786319, 7121000.211028283), (439299.82845502306, 7121000.211028283), (439299.82845502306, 7120900.008221881), (439199.7158786319, 7120900.008221881))
((441299.8552589257, 7122700.18636264), (441399.96783531684, 7122700.18636264), (441399.96783531684, 7122599.983556238), (441299.8552589257, 7122599.983556238))
((439499.60866302135, 7120900.008221881), (439599.7212394125, 7120900.008221881), (439599.7212394125, 7120799.8054154795), (439499.60866302135, 7120799.8054154795))
((441299.8552589257, 7122900.095921947), (441399.96783531684, 7122900.095921947), (441399.96783531684, 7122799.893115545), (441299.8552589257, 7122799.893115545))
((441299.8552589257, 7122800.389169042), (441399.96783531684, 7122800.389169042), (441399.96783531684, 7122700.18636264), (441299.8552589257, 7122700.18636264))
((439299.82845502306, 7120900.008221881), (439399.9410314142, 7120900.008221881), (439399.9410314142, 7120799.8054154795), (439299.82845502306, 7120799.8054154795))
((439699.8338158036, 7120700.098662574), (439799.9463921947, 7120700.098662574), (439799.9463921947, 7120599.895856172), (439699.8338158036, 7120599.895856172))
((441399.96783531684, 7123000.298728349), (441500.080411708, 7123000.298728349), (441500.080411708, 7122900.095921947), (441399.96783531684, 7122900.095921947))
((439399.9410314142, 7121000.211028283), (439500.05360780534, 7121000.211028283), (439500.05360780534, 7120900.008221881), (439399.9410314142, 7120900.008221881))
((439499.60866302135, 7121000.211028283), (439599.7212394125, 7121000.211028283), (439599.7212394125, 7120900.008221881), (439499.60866302135, 7120900.008221881))
((441799.97319609736, 7122700.18636264), (441900.0857724885, 7122700.18636264), (441900.0857724885, 7122599.983556238), (441799.97319609736, 7122599.983556238))
((441199.74268253456, 7122800.389169042), (441299.8552589257, 7122800.389169042), (441299.8552589257, 7122700.18636264), (441199.74268253456, 7122700.18636264))
((441199.74268253456, 7122700.18636264), (441299.8552589257, 7122700.18636264), (441299.8552589257, 7122599.983556238), (441199.74268253456, 7122599.983556238))
((439299.82845502306, 7121000.211028283), (439399.9410314142, 7121000.211028283), (439399.9410314142, 7120900.008221881), (439299.82845502306, 7120900.008221881))
((439399.9410314142, 7120900.008221881), (439500.05360780534, 7120900.008221881), (439500.05360780534, 7120799.8054154795), (439399.9410314142, 7120799.8054154795))
((440799.73732175404, 7122200.164437624), (440899.8498981452, 7122200.164437624), (440899.8498981452, 7122099.961631222), (440799.73732175404, 7122099.961631222))
((441799.97319609736, 7122600.479609734), (441900.0857724885, 7122600.479609734), (441900.0857724885, 7122500.276803332), (441799.97319609736, 7122500.276803332))
((441399.96783531684, 7122900.095921947), (441500.080411708, 7122900.095921947), (441500.080411708, 7122799.893115545), (441399.96783531684, 7122799.893115545))
