((438299.59258067975, 7144200.137031353), (438399.7051570709, 7144200.137031353), (438399.7051570709, 7144099.934224951), (438299.59258067975, 7144099.934224951))
((439299.82845502306, 7129000.065775049), (439399.9410314142, 7129000.065775049), (439399.9410314142, 7128899.862968647), (439299.82845502306, 7128899.862968647))
((437599.6944355098, 7130900.44672221), (437699.80701190094, 7130900.44672221), (437699.80701190094, 7130800.243915808), (437599.6944355098, 7130800.243915808))
((437599.6944355098, 7130800.243915808), (437699.80701190094, 7130800.243915808), (437699.80701190094, 7130700.041109406), (437599.6944355098, 7130700.041109406))
((439399.9410314142, 7129000.065775049), (439500.05360780534, 7129000.065775049), (439500.05360780534, 7128899.862968647), (439399.9410314142, 7128899.862968647))
((440199.95175297523, 7131000.153475115), (440300.0643293664, 7131000.153475115), (440300.0643293664, 7130899.950668713), (440199.95175297523, 7130899.950668713))
((437499.5818591187, 7130800.243915808), (437599.69443550985, 7130800.243915808), (437599.69443550985, 7130700.041109406), (437499.5818591187, 7130700.041109406))
((439199.7158786319, 7129000.065775049), (439299.82845502306, 7129000.065775049), (439299.82845502306, 7128899.862968647), (439199.7158786319, 7128899.862968647))
((439799.9463921947, 7129800.200065775), (439900.05896858586, 7129800.200065775), (439900.05896858586, 7129699.997259373), (439799.9463921947, 7129699.997259373))
((439199.7158786319, 7128900.359022144), (439299.82845502306, 7128900.359022144), (439299.82845502306, 7128800.156215742), (439199.7158786319, 7128800.156215742))
((439399.9410314142, 7128900.359022144), (439500.05360780534, 7128900.359022144), (439500.05360780534, 7128800.156215742), (439399.9410314142, 7128800.156215742))
((439899.61402380187, 7129800.200065775), (439999.726600193, 7129800.200065775), (439999.726600193, 7129699.997259373), (439899.61402380187, 7129699.997259373))
((439199.7158786319, 7128800.156215742), (439299.82845502306, 7128800.156215742), (439299.82845502306, 7128699.95340934), (439199.7158786319, 7128699.95340934))
((439099.6033022408, 7129000.065775049), (439199.7158786319, 7129000.065775049), (439199.7158786319, 7128899.862968647), (439099.6033022408, 7128899.862968647))
((440199.95175297523, 7130900.44672221), (440300.0643293664, 7130900.44672221), (440300.0643293664, 7130800.243915808), (440199.95175297523, 7130800.243915808))
((437499.5818591187, 7130900.44672221), (437599.69443550985, 7130900.44672221), (437599.69443550985, 7130800.243915808), (437499.5818591187, 7130800.243915808))
