((440799.73732175404, 7122200.164437624), (440899.8498981452, 7122200.164437624), (440899.8498981452, 7122099.961631222), (440799.73732175404, 7122099.961631222))
((440599.95711375575, 7145500.293247095), (440700.0696901469, 7145500.293247095), (440700.0696901469, 7145400.090440693), (440599.95711375575, 7145400.090440693))
((438799.7105178514, 7144600.452203464), (438899.82309424254, 7144600.452203464), (438899.82309424254, 7144500.249397062), (438799.7105178514, 7144500.249397062))
((438499.81773346197, 7144100.430278447), (438599.9303098531, 7144100.430278447), (438599.9303098531, 7144000.227472045), (438499.81773346197, 7144000.227472045))
((439099.6033022408, 7144400.04659066), (439199.7158786319, 7144400.04659066), (439199.7158786319, 7144299.843784258), (439099.6033022408, 7144299.843784258))
((439999.726600193, 7145400.090440692), (440099.83917658415, 7145400.090440692), (440099.83917658415, 7145299.88763429), (439999.726600193, 7145299.88763429))
((440499.84453736467, 7145600.0), (440599.9571137558, 7145600.0), (440599.9571137558, 7145499.797193598), (440499.84453736467, 7145499.797193598))
((438999.9356706336, 7144100.430278447), (439100.04824702477, 7144100.430278447), (439100.04824702477, 7144000.227472045), (438999.9356706336, 7144000.227472045))
((438299.59258067975, 7144100.430278447), (438399.7051570709, 7144100.430278447), (438399.7051570709, 7144000.227472045), (438299.59258067975, 7144000.227472045))
((438399.7051570709, 7144100.430278447), (438499.817733462, 7144100.430278447), (438499.817733462, 7144000.227472045), (438399.7051570709, 7144000.227472045))
((438899.82309424254, 7144600.452203464), (438999.9356706337, 7144600.452203464), (438999.9356706337, 7144500.249397062), (438899.82309424254, 7144500.249397062))
((438899.82309424254, 7144200.137031353), (438999.9356706337, 7144200.137031353), (438999.9356706337, 7144099.934224951), (438899.82309424254, 7144099.934224951))
((438999.9356706336, 7144500.249397062), (439100.04824702477, 7144500.249397062), (439100.04824702477, 7144400.04659066), (438999.9356706336, 7144400.04659066))
((440399.7319609735, 7145600.0), (440499.84453736467, 7145600.0), (440499.84453736467, 7145499.797193598), (440399.7319609735, 7145499.797193598))
((438299.59258067975, 7144200.137031353), (438399.7051570709, 7144200.137031353), (438399.7051570709, 7144099.934224951), (438299.59258067975, 7144099.934224951))
