((432699.96247453627, 7116500.013703135), (432800.0750509274, 7116500.013703135), (432800.0750509274, 7116399.810896733), (432699.96247453627, 7116399.810896733))
((442799.7641256567, 7124300.454944091), (442899.8767020478, 7124300.454944091), (442899.8767020478, 7124200.252137689), (442799.7641256567, 7124200.252137689))
((442999.98927843897, 7125300.002740627), (443100.1018548301, 7125300.002740627), (443100.1018548301, 7125199.799934225), (442999.98927843897, 7125199.799934225))
((443199.7694864372, 7123300.411094058), (443299.88206282834, 7123300.411094058), (443299.88206282834, 7123200.208287656), (443199.7694864372, 7123200.208287656))
((440999.96247453627, 7124900.183622013), (441100.0750509274, 7124900.183622013), (441100.0750509274, 7124799.980815611), (440999.96247453627, 7124799.980815611))
((440799.73732175404, 7124800.476869107), (440899.8498981452, 7124800.476869107), (440899.8498981452, 7124700.274062705), (440799.73732175404, 7124700.274062705))
((442299.646188485, 7125400.205547029), (442399.75876487617, 7125400.205547029), (442399.75876487617, 7125300.002740627), (442299.646188485, 7125300.002740627))
((441799.97319609736, 7125300.002740627), (441900.0857724885, 7125300.002740627), (441900.0857724885, 7125199.799934225), (441799.97319609736, 7125199.799934225))
((442099.86598048673, 7124800.476869107), (442199.9785568779, 7124800.476869107), (442199.9785568779, 7124700.274062705), (442099.86598048673, 7124700.274062705))
((443699.88742360886, 7126200.339837755), (443800.0, 7126200.339837755), (443800.0, 7126100.137031353), (443699.88742360886, 7126100.137031353))
((442699.65154926555, 7125400.205547029), (442799.7641256567, 7125400.205547029), (442799.7641256567, 7125300.002740627), (442699.65154926555, 7125300.002740627))
((440699.6247453629, 7124700.274062705), (440799.73732175404, 7124700.274062705), (440799.73732175404, 7124600.071256303), (440699.6247453629, 7124600.071256303))
((441599.74804331514, 7124600.071256303), (441699.8606197063, 7124600.071256303), (441699.8606197063, 7124499.868449901), (441599.74804331514, 7124499.868449901))
((440699.6247453629, 7124600.071256303), (440799.73732175404, 7124600.071256303), (440799.73732175404, 7124499.868449901), (440699.6247453629, 7124499.868449901))
((441499.635466924, 7124500.364503399), (441599.74804331514, 7124500.364503399), (441599.74804331514, 7124400.161696997), (441499.635466924, 7124400.161696997))
((442799.7641256567, 7124100.049331287), (442899.8767020478, 7124100.049331287), (442899.8767020478, 7123999.846524885), (442799.7641256567, 7123999.846524885))
((442699.65154926555, 7124300.454944091), (442799.7641256567, 7124300.454944091), (442799.7641256567, 7124200.252137689), (442699.65154926555, 7124200.252137689))
((443199.7694864372, 7123200.208287656), (443299.88206282834, 7123200.208287656), (443299.88206282834, 7123100.005481254), (443199.7694864372, 7123100.005481254))
((441799.97319609736, 7125400.205547029), (441900.0857724885, 7125400.205547029), (441900.0857724885, 7125300.002740627), (441799.97319609736, 7125300.002740627))
((440999.96247453627, 7125000.386428415), (441100.0750509274, 7125000.386428415), (441100.0750509274, 7124900.183622013), (440999.96247453627, 7124900.183622013))
((442799.7641256567, 7123900.13977198), (442899.8767020478, 7123900.13977198), (442899.8767020478, 7123799.936965578), (442799.7641256567, 7123799.936965578))
((442899.8767020478, 7124200.252137689), (442999.98927843897, 7124200.252137689), (442999.98927843897, 7124100.049331287), (442899.8767020478, 7124100.049331287))
((442899.8767020478, 7124100.049331287), (442999.98927843897, 7124100.049331287), (442999.98927843897, 7123999.846524885), (442899.8767020478, 7123999.846524885))
((441599.74804331514, 7124400.161696997), (441699.8606197063, 7124400.161696997), (441699.8606197063, 7124299.958890595), (441599.74804331514, 7124299.958890595))
((442099.86598048673, 7124900.183622013), (442199.9785568779, 7124900.183622013), (442199.9785568779, 7124799.980815611), (442099.86598048673, 7124799.980815611))
((441799.97319609736, 7125500.408353431), (441900.0857724885, 7125500.408353431), (441900.0857724885, 7125400.205547029), (441799.97319609736, 7125400.205547029))
((441599.74804331514, 7124500.364503399), (441699.8606197063, 7124500.364503399), (441699.8606197063, 7124400.161696997), (441599.74804331514, 7124400.161696997))
((442299.646188485, 7125500.408353431), (442399.75876487617, 7125500.408353431), (442399.75876487617, 7125400.205547029), (442299.646188485, 7125400.205547029))
((441699.8606197062, 7125400.205547029), (441799.97319609736, 7125400.205547029), (441799.97319609736, 7125300.002740627), (441699.8606197062, 7125300.002740627))
((441799.97319609736, 7125200.2959877215), (441900.0857724885, 7125200.2959877215), (441900.0857724885, 7125100.09318132), (441799.97319609736, 7125100.09318132))
((440999.96247453627, 7125100.09318132), (441100.0750509274, 7125100.09318132), (441100.0750509274, 7124999.890374918), (440999.96247453627, 7124999.890374918))
((442999.98927843897, 7124200.252137689), (443100.1018548301, 7124200.252137689), (443100.1018548301, 7124100.049331287), (442999.98927843897, 7124100.049331287))
((441899.6408277045, 7125300.002740627), (441999.75340409565, 7125300.002740627), (441999.75340409565, 7125199.799934225), (441899.6408277045, 7125199.799934225))
((442799.7641256567, 7124200.252137689), (442899.8767020478, 7124200.252137689), (442899.8767020478, 7124100.049331287), (442799.7641256567, 7124100.049331287))
((443599.7748472178, 7126200.339837755), (443699.8874236089, 7126200.339837755), (443699.8874236089, 7126100.137031353), (443599.7748472178, 7126100.137031353))
((442399.75876487617, 7125400.205547029), (442499.8713412673, 7125400.205547029), (442499.8713412673, 7125300.002740627), (442399.75876487617, 7125300.002740627))
((443699.88742360886, 7126300.04659066), (443800.0, 7126300.04659066), (443800.0, 7126199.843784258), (443699.88742360886, 7126199.843784258))
((441999.75340409565, 7123800.433019075), (442099.8659804868, 7123800.433019075), (442099.8659804868, 7123700.230212673), (441999.75340409565, 7123700.230212673))
((442699.65154926555, 7124000.342578382), (442799.7641256567, 7124000.342578382), (442799.7641256567, 7123900.13977198), (442699.65154926555, 7123900.13977198))
((441699.8606197062, 7125300.002740627), (441799.97319609736, 7125300.002740627), (441799.97319609736, 7125199.799934225), (441699.8606197062, 7125199.799934225))
